Rank,Word,Part of speech,Frequency,Dispersion,Copies require reference to source: http://www.wordfrequency.info (note there are swears)
3234,flesh,noun,9867,0.9,
3235,garage,noun,9573,0.93,
3236,operator,noun,9351,0.95,
3237,instructor,noun,9912,0.9,
3238,collapse,verb,9163,0.97,
3239,borrow,verb,9150,0.97,
3240,furthermore,adverb,10349,0.86,
3241,comedy,noun,9596,0.93,
3242,mortgage,noun,10022,0.89,
3243,sanction,noun,10163,0.87,
3244,civilian,adjective,9684,0.92,
3245,twelve,numeral,9638,0.92,
3246,weekly,adjective,9297,0.95,
3247,habitat,noun,9665,0.92,
3248,grain,noun,9520,0.93,
3249,brush,verb,9806,0.9,
3250,consciousness,noun,9758,0.91,
3251,devote,verb,9326,0.95,
3252,crack,verb,9334,0.94,
3253,measurement,noun,10187,0.87,
3254,province,noun,9491,0.93,
3255,ease,verb,9247,0.95,
3256,seize,verb,9106,0.97,
3257,ethics,noun,9561,0.92,
3258,nomination,noun,9698,0.91,
3259,permission,noun,9298,0.95,
3260,wise,adjective,9101,0.97,
3261,actress,noun,9448,0.93,
3262,summit,noun,9628,0.91,
3263,acid,noun,9772,0.9,
3264,odds,noun,9094,0.96,
3265,gifted,adjective,10941,0.8,
3266,frustration,noun,9005,0.97,
3267,medium,noun,9523,0.92,
3268,function,verb,9570,0.91,
3269,physically,adverb,9039,0.97,
3270,grant,noun,9372,0.93,
3271,distinguish,verb,9664,0.9,
3272,shore,noun,9191,0.95,
3273,repeatedly,adverb,9059,0.96,
3274,lung,noun,9206,0.95,
3275,firm,adjective,9036,0.97,
3276,running,adjective,9271,0.94,
3277,correct,verb,8988,0.97,
3278,distinct,adjective,9682,0.9,
3279,artistic,adjective,9423,0.93,
3280,discourse,noun,10560,0.83,
3281,basket,noun,9316,0.94,
3282,ah,interjection,9788,0.89,
3283,fighting,noun,9274,0.94,
3284,impressive,adjective,9100,0.95,
3285,competitor,noun,9377,0.93,
3286,ugly,adjective,9267,0.94,
3287,worried,adjective,9215,0.94,
3288,portray,verb,9202,0.94,
3289,powder,noun,9639,0.9,
3290,ghost,noun,9564,0.91,
3291,persuade,verb,8998,0.96,
3292,moderate,adjective,9220,0.94,
3293,subsequent,adjective,9796,0.89,
3294,continued,adjective,9402,0.92,
3295,cookie,noun,9480,0.91,
3296,carrier,noun,9251,0.94,
3297,cooking,noun,9403,0.92,
3298,frequent,adjective,9267,0.93,
3299,ban,verb,9226,0.94,
3300,swing,noun,9214,0.94,
3301,orange,noun,9219,0.94,
3302,awful,adjective,9300,0.93,
3303,admire,verb,9016,0.96,
3304,pet,noun,9118,0.95,
3305,miracle,noun,8981,0.96,
3306,exceed,verb,9362,0.92,
3307,rhythm,noun,9010,0.96,
3308,widespread,adjective,9319,0.93,
3309,killing,noun,9109,0.95,
3310,lovely,adjective,9327,0.92,
3311,sin,noun,9048,0.95,
3312,charity,noun,9054,0.95,
3313,script,noun,8924,0.96,
3314,tactic,noun,8993,0.96,
3315,identification,noun,9793,0.88,
3316,transformation,noun,9561,0.9,
3317,everyday,adjective,9065,0.95,
3318,headline,noun,9272,0.92,
3319,crash,verb,9101,0.94,
3320,venture,noun,9278,0.92,
3321,invasion,noun,9412,0.91,
3322,military,noun,9288,0.92,
3323,nonetheless,adverb,9168,0.93,
3324,adequate,adjective,9406,0.91,
3325,piano,noun,8968,0.95,
3326,grocery,noun,9017,0.95,
3327,intensity,noun,9238,0.92,
3328,exhibit,verb,9459,0.9,
3329,high,adverb,8771,0.97,
3330,blanket,noun,9385,0.91,
3331,margin,noun,8994,0.95,
3332,principal,adjective,9218,0.92,
3333,quarterback,noun,10014,0.85,
3334,mouse,noun,9449,0.9,
3335,rope,noun,9300,0.91,
3336,concrete,adjective,8871,0.96,
3337,prescription,noun,9169,0.93,
3338,African-American,adjective,9121,0.93,
3339,chase,verb,8980,0.95,
3340,document,verb,9274,0.91,
3341,brick,noun,9069,0.93,
3342,recruit,verb,9028,0.94,
3343,patch,noun,9155,0.93,
3344,consensus,noun,9250,0.92,
3345,horror,noun,8875,0.95,
3346,recording,noun,8866,0.95,
3347,changing,adjective,9055,0.93,
3348,painter,noun,9153,0.92,
3349,colonial,adjective,9628,0.88,
3350,pie,noun,9019,0.94,
3351,sake,noun,8954,0.94,
3352,gaze,noun,9852,0.86,
3353,courage,noun,8720,0.97,
3354,pregnancy,noun,8944,0.94,
3355,swear,verb,9181,0.92,
3356,defeat,verb,8945,0.94,
3357,clue,noun,8732,0.97,
3358,reinforce,verb,9345,0.9,
3359,win,noun,9584,0.88,
3360,confusion,noun,8751,0.96,
3361,slice,noun,9337,0.9,
3362,occupation,noun,9115,0.92,
3363,dear,adjective,9151,0.92,
3364,coal,noun,8928,0.94,
3365,sacred,adjective,9018,0.93,
3366,criminal,noun,8854,0.95,
3367,formula,noun,8965,0.94,
3368,cognitive,adjective,10166,0.83,
3369,collective,adjective,9384,0.9,
3370,exact,adjective,8643,0.97,
3371,uncle,noun,9355,0.9,
3372,square,noun,8906,0.94,
3373,captain,noun,9087,0.92,
3374,sigh,verb,10099,0.83,
3375,attribute,verb,9228,0.91,
3376,dare,verb,9033,0.93,
3377,okay,adjective,9499,0.88,
3378,homeless,adjective,9149,0.92,
3379,cool,verb,8980,0.93,
3380,gallery,noun,8963,0.93,
3381,soccer,noun,9212,0.91,
3382,defendant,noun,9230,0.91,
3383,tunnel,noun,9024,0.93,
3384,fitness,noun,9261,0.9,
3385,lap,noun,9260,0.9,
3386,grave,noun,8868,0.94,
3387,toe,noun,9047,0.92,
3388,container,noun,8956,0.93,
3389,virtue,noun,9111,0.91,
3390,abroad,adverb,8788,0.95,
3391,architect,noun,8969,0.93,
3392,dramatically,adverb,8712,0.95,
3393,makeup,noun,8916,0.93,
3394,inquiry,noun,9136,0.91,
3395,rose,noun,8988,0.92,
3396,surprisingly,adverb,8704,0.95,
3397,highlight,verb,9119,0.91,
3398,decrease,verb,9291,0.89,
3399,indication,noun,8715,0.95,
3400,rail,noun,8826,0.93,
3401,anniversary,noun,8676,0.95,
3402,couch,noun,9209,0.89,
3403,alliance,noun,8948,0.92,
3404,hypothesis,noun,9890,0.83,
3405,boyfriend,noun,8755,0.94,
3406,compose,verb,8866,0.93,
3407,peer,verb,9099,0.9,
3408,mess,noun,8745,0.94,
3409,rank,verb,8879,0.92,
3410,legend,noun,8660,0.95,
3411,regulate,verb,8856,0.93,
3412,adolescent,noun,10568,0.78,
3413,shine,verb,8984,0.91,
3414,norm,noun,9360,0.88,
3415,upset,verb,8570,0.96,
3416,remark,noun,8453,0.97,
3417,resign,verb,8867,0.92,
3418,reward,noun,8662,0.94,
3419,gentle,adjective,8766,0.93,
3420,related,adjective,9227,0.89,
3421,organ,noun,8596,0.95,
3422,lightly,adverb,8893,0.92,
3423,concerning,preposition,9329,0.87,
3424,invent,verb,8461,0.96,
3425,laughter,noun,9019,0.9,
3426,fit,adjective,8550,0.95,
3427,northwest,noun,8650,0.94,
3428,counseling,noun,9303,0.88,
3429,tight,adverb,8980,0.91,
3430,receiver,noun,8882,0.92,
3431,ritual,noun,8883,0.92,
3432,insect,noun,8814,0.92,
3433,interrupt,verb,8757,0.93,
3434,salmon,noun,8860,0.92,
3435,favor,noun,8403,0.97,
3436,trading,noun,8787,0.93,
3437,concern,verb,8702,0.93,
3438,magic,adjective,8506,0.95,
3439,superior,adjective,8632,0.94,
3440,combat,noun,8675,0.94,
3441,stem,noun,8963,0.9,
3442,surgeon,noun,8519,0.95,
3443,acceptable,adjective,8723,0.93,
3444,physics,noun,9184,0.88,
3445,rape,noun,8790,0.92,
3446,counsel,noun,9387,0.86,
3447,brush,noun,8821,0.92,
3448,jeans,noun,8851,0.91,
3449,hunt,verb,8812,0.92,
3450,continuous,adjective,8996,0.9,
3451,log,noun,8606,0.94,
3452,echo,verb,8477,0.95,
3453,pill,noun,8537,0.94,
3454,excited,adjective,8491,0.95,
3455,sculpture,noun,8659,0.93,
3456,compound,noun,8573,0.94,
3457,integrate,verb,9060,0.89,
3458,flour,noun,9103,0.88,
3459,bitter,adjective,8353,0.96,
3460,bare,adjective,8943,0.9,
3461,slope,noun,8573,0.94,
3462,rent,verb,8446,0.95,
3463,presidency,noun,8814,0.91,
3464,serving,noun,9453,0.85,
3465,subtle,adjective,8442,0.95,
3466,greatly,adverb,8648,0.93,
3467,bishop,noun,8639,0.93,
3468,drinking,noun,8446,0.95,
3469,delay,verb,8333,0.96,
3470,cry,noun,8648,0.93,
3471,acceptance,noun,8870,0.9,
3472,collapse,noun,8397,0.95,
3473,shop,verb,8509,0.94,
3474,pump,noun,8617,0.93,
3475,candy,noun,8633,0.93,
3476,evil,noun,8391,0.95,
3477,final,noun,8964,0.89,
3478,finance,verb,8571,0.93,
3479,pleased,adjective,8502,0.94,
3480,medal,noun,8991,0.89,
3481,beg,verb,8542,0.93,
3482,sponsor,verb,8542,0.93,
3483,ethical,adjective,9018,0.88,
3484,secondary,adjective,9121,0.87,
3485,slam,verb,9076,0.88,
3486,export,noun,9013,0.88,
3487,experimental,adjective,9019,0.88,
3488,melt,verb,8533,0.93,
3489,midnight,noun,8440,0.94,
3490,net,adjective,8563,0.93,
3491,curve,noun,8397,0.95,
3492,integrity,noun,8463,0.94,
3493,entitle,verb,8381,0.95,
3494,evident,adjective,8753,0.91,
3495,logic,noun,8646,0.92,
3496,essence,noun,8388,0.94,
3497,park,verb,8650,0.92,
3498,exclude,verb,8780,0.9,
3499,harsh,adjective,8092,0.98,
3500,closet,noun,8597,0.92,
3501,suburban,adjective,8463,0.93,
3502,greet,verb,8367,0.94,
3503,favor,preposition,8357,0.94,
3504,interior,noun,8370,0.94,
3505,corridor,noun,8842,0.89,
3506,murder,verb,8462,0.93,
3507,retail,adjective,8600,0.92,
3508,pitcher,noun,8835,0.89,
3509,march,verb,8267,0.95,
3510,snake,noun,8523,0.92,
3511,pitch,verb,8628,0.91,
3512,excuse,verb,8722,0.9,
3513,cross,noun,8207,0.96,
3514,weakness,noun,8275,0.95,
3515,pig,noun,8307,0.95,
3516,cold,noun,8527,0.92,
3517,classical,adjective,8475,0.93,
3518,estimated,adjective,8464,0.93,
3519,T-shirt,noun,8386,0.94,
3520,online,adverb,8729,0.9,
3521,unemployment,noun,8471,0.93,
3522,civilization,noun,8447,0.93,
3523,fold,verb,8630,0.91,
3524,patient,adjective,8504,0.92,
3525,pop,noun,8316,0.94,
3526,daily,adverb,8405,0.93,
3527,reverse,verb,8154,0.96,
3528,missing,adjective,8232,0.95,
3529,correlation,noun,9584,0.82,
3530,humanity,noun,8259,0.95,
3531,flash,verb,8815,0.89,
3532,developer,noun,8671,0.9,
3533,reliable,adjective,8302,0.94,
3534,excitement,noun,8160,0.96,
3535,beef,noun,8416,0.93,
3536,Islam,noun,8755,0.89,
3537,Roman,adjective,8299,0.94,
3538,stretch,noun,8285,0.94,
3539,architecture,noun,8449,0.92,
3540,occasional,adjective,8162,0.95,
3541,administrative,adjective,8895,0.88,
3542,elbow,noun,8536,0.91,
3543,deadly,adjective,8196,0.95,
3544,Muslim,noun,8498,0.91,
3545,Hispanic,adjective,8690,0.89,
3546,allegation,noun,8675,0.89,
3547,tip,verb,8300,0.93,
3548,confuse,verb,8045,0.96,
3549,airplane,noun,8254,0.94,
3550,monthly,adjective,8335,0.93,
3551,duck,noun,8335,0.93,
3552,dose,noun,8291,0.93,
3553,Korean,adjective,8441,0.92,
3554,plead,verb,8140,0.95,
3555,initiate,verb,8630,0.9,
3556,lecture,noun,8278,0.93,
3557,van,noun,8364,0.92,
3558,sixth,numeral,8170,0.95,
3559,bay,noun,8209,0.94,
3560,mainstream,adjective,8170,0.94,
3561,suburb,noun,8249,0.93,
3562,sandwich,noun,8298,0.93,
3563,unlike,adjective,8103,0.95,
3564,trunk,noun,8400,0.92,
3565,rumor,noun,8023,0.96,
3566,implementation,noun,9293,0.83,
3567,swallow,verb,8583,0.9,
3568,motivate,verb,8324,0.92,
3569,render,verb,8288,0.93,
3570,longtime,adjective,8439,0.91,
3571,trap,verb,8030,0.96,
3572,restrict,verb,8340,0.92,
3573,cloth,noun,8287,0.93,
3574,seemingly,adverb,8010,0.96,
3575,legislative,adjective,8384,0.91,
3576,effectiveness,noun,8889,0.86,
3577,enforce,verb,8162,0.94,
3578,lens,noun,8313,0.92,
3579,reach,noun,7982,0.96,
3580,inspector,noun,8652,0.88,
3581,lend,verb,7961,0.96,
3582,plain,adjective,8015,0.95,
3583,fraud,noun,8176,0.93,
3584,companion,noun,8136,0.94,
3585,contend,verb,8249,0.93,
3586,nail,noun,8255,0.92,
3587,array,noun,8167,0.93,
3588,strict,adjective,8013,0.95,
3589,assemble,verb,7996,0.95,
3590,frankly,adverb,8620,0.88,
3591,rat,noun,8177,0.93,
3592,burst,verb,8393,0.91,
3593,hallway,noun,8717,0.87,
3594,cave,noun,8261,0.92,
3595,inevitable,adjective,7889,0.96,
3596,southwest,noun,8190,0.93,
3597,monster,noun,8164,0.93,
3598,speed,verb,7936,0.96,
3599,protest,verb,7871,0.96,
3600,unexpected,adjective,7829,0.97,
3601,obstacle,noun,8075,0.94,
3602,facilitate,verb,8946,0.85,
3603,encounter,noun,8073,0.94,
3604,rip,verb,8164,0.93,
3605,herb,noun,8279,0.91,
3606,overwhelming,adjective,7831,0.97,
3607,integration,noun,8847,0.85,
3608,crystal,noun,8035,0.94,
3609,recession,noun,8809,0.86,
3610,wish,noun,7789,0.97,
3611,top,verb,8162,0.92,
3612,written,adjective,8371,0.9,
3613,motive,noun,8029,0.94,
3614,label,verb,7969,0.95,
3615,flood,noun,7986,0.94,
3616,pen,noun,8117,0.93,
3617,ownership,noun,8177,0.92,
3618,nightmare,noun,7895,0.95,
3619,notice,noun,7762,0.97,
3620,inspection,noun,8128,0.93,
3621,supervisor,noun,8049,0.93,
3622,consult,verb,7778,0.96,
3623,arena,noun,8008,0.94,
3624,laugh,noun,8164,0.92,
3625,diagnosis,noun,8454,0.89,
3626,possession,noun,7828,0.96,
3627,forgive,verb,8003,0.93,
3628,warm,verb,7973,0.94,
3629,consistently,adverb,8104,0.92,
3630,basement,noun,7988,0.94,
3631,project,verb,7871,0.95,
3632,drift,verb,8311,0.9,
3633,drain,verb,8123,0.92,
3634,last,adverb,8415,0.89,
3635,prosecution,noun,8941,0.83,
3636,maximum,adjective,8075,0.92,
3637,announcement,noun,7863,0.95,
3638,warrior,noun,7975,0.93,
3639,prediction,noun,7996,0.93,
3640,bacteria,noun,8256,0.9,
3641,questionnaire,noun,9123,0.82,
3642,mud,noun,8026,0.93,
3643,infrastructure,noun,7961,0.93,
3644,hurry,verb,8723,0.85,
3645,privilege,noun,7923,0.94,
3646,temple,noun,7949,0.94,
3647,medium,adjective,8586,0.87,
3648,outdoor,adjective,8101,0.92,
3649,suck,verb,8204,0.91,
3650,and/or,conjunctive adverb,8481,0.88,
3651,broadcast,noun,8130,0.91,
3652,re,preposition,15773,0.47,
3653,leap,verb,8376,0.89,
3654,random,adjective,7818,0.95,
3655,past,adverb,7921,0.94,
3656,wrist,noun,8250,0.9,
3657,curtain,noun,8204,0.9,
3658,monitor,noun,7879,0.94,
3659,pond,noun,7971,0.93,
3660,domain,noun,8641,0.86,
3661,guilt,noun,7746,0.96,
3662,cattle,noun,7827,0.95,
3663,subject,preposition,8087,0.91,
3664,walking,noun,7847,0.94,
3665,playoff,noun,8803,0.84,
3666,minimum,adjective,8011,0.92,
3667,fiscal,adjective,8005,0.92,
3668,skirt,noun,8167,0.9,
3669,dump,verb,7689,0.96,
3670,hence,adverb,8468,0.87,
3671,database,noun,8094,0.91,
3672,uncomfortable,adjective,7667,0.96,
3673,aim,noun,7973,0.92,
3674,execute,verb,7671,0.96,
3675,limb,noun,8018,0.92,
3676,ideology,noun,8485,0.87,
3677,average,verb,8106,0.91,
3678,welcome,adjective,7798,0.94,
3679,tune,verb,7934,0.92,
3680,continuing,adjective,7845,0.94,
3681,harm,noun,7619,0.96,
3682,railroad,noun,7796,0.94,
3683,endure,verb,7586,0.97,
3684,radiation,noun,7912,0.93,
3685,horn,noun,7813,0.94,
3686,chronic,adjective,8036,0.91,
3687,peaceful,adjective,7704,0.95,
3688,innovation,noun,8099,0.9,
3689,strain,noun,7713,0.95,
3690,guitar,noun,7712,0.95,
3691,replacement,noun,7734,0.94,
3692,behave,verb,7546,0.97,
3693,administer,verb,8135,0.9,
3694,simultaneously,adverb,7960,0.92,
3695,dancer,noun,7664,0.95,
3696,amendment,noun,8132,0.9,
3697,guard,verb,7659,0.95,
3698,pad,noun,7846,0.93,
3699,transmission,noun,7829,0.93,
3700,await,verb,7550,0.96,
3701,retired,adjective,7869,0.92,
3702,trigger,verb,7630,0.95,
3703,spill,verb,7798,0.93,
3704,grateful,adjective,7597,0.96,
3705,grace,noun,7634,0.95,
3706,virtual,adjective,7776,0.93,
3707,response,preposition,7868,0.92,
3708,colony,noun,7822,0.93,
3709,adoption,noun,7986,0.91,
3710,slide,noun,7780,0.93,
3711,indigenous,adjective,8785,0.83,
3712,closed,adjective,7500,0.97,
3713,convict,verb,7940,0.91,
3714,civilian,noun,7889,0.92,
3715,towel,noun,7978,0.91,
3716,modify,verb,8997,0.8,
3717,particle,noun,7925,0.91,
3718,award,verb,7666,0.94,
3719,glance,noun,8122,0.89,
3720,prize,noun,7519,0.96,
3721,landing,noun,7646,0.94,
3722,conduct,noun,7821,0.92,
3723,blue,noun,7671,0.94,
3724,boost,verb,7863,0.92,
3725,bat,noun,7694,0.94,
3726,alarm,noun,7631,0.94,
3727,festival,noun,7775,0.92,
3728,grip,noun,7724,0.93,
3729,weird,adjective,7709,0.93,
3730,undermine,verb,7762,0.92,
3731,freshman,noun,7849,0.91,
3732,sweat,noun,8036,0.89,
3733,outer,adjective,7618,0.94,
3734,European,noun,7688,0.93,
3735,drunk,adjective,7890,0.91,
3736,survey,verb,7556,0.95,
3737,research,verb,7618,0.94,
3738,separation,noun,7760,0.92,
3739,traditionally,adverb,7717,0.93,
3740,stuff,verb,7687,0.93,
3741,govern,verb,7668,0.93,
3742,southeast,noun,7589,0.94,
3743,intelligent,adjective,7373,0.97,
3744,wherever,adverb,7382,0.97,
3745,ballot,noun,9217,0.77,
3746,rhetoric,noun,7765,0.92,
3747,convinced,adjective,7389,0.97,
3748,driving,adjective,7438,0.96,
3749,vitamin,noun,8245,0.86,
3750,enthusiasm,noun,7368,0.97,
3751,accommodate,verb,7571,0.94,
3752,praise,verb,7379,0.96,
3753,injure,verb,7574,0.94,
3754,wilderness,noun,7916,0.9,
3755,nearby,adverb,7545,0.94,
3756,endless,adjective,7458,0.95,
3757,mandate,noun,7704,0.92,
3758,pause,noun,8140,0.87,
3759,excuse,noun,7388,0.96,
3760,respectively,adverb,8223,0.86,
3761,uncertainty,noun,7671,0.92,
3762,chaos,noun,7304,0.97,
3763,short,adverb,7495,0.95,
3764,mechanical,adjective,7835,0.9,
3765,canvas,noun,7795,0.91,
3766,forty,numeral,7692,0.92,
3767,matter,determiner,7396,0.96,
3768,lobby,noun,7556,0.94,
3769,profound,adjective,7477,0.95,
3770,format,noun,7910,0.9,
3771,trait,noun,7980,0.89,
3772,currency,noun,7753,0.91,
3773,turkey,noun,7757,0.91,
3774,reserve,noun,7585,0.93,
3775,beam,noun,7625,0.93,
3776,abuse,verb,7554,0.94,
3777,astronomer,noun,8157,0.87,
3778,corruption,noun,7518,0.94,
3779,contractor,noun,7634,0.92,
3780,apologize,verb,7485,0.94,
3781,doctrine,noun,8081,0.87,
3782,genuine,adjective,7336,0.96,
3783,thumb,noun,7659,0.92,
3784,unity,noun,7810,0.9,
3785,compromise,noun,7469,0.94,
3786,horrible,adjective,7538,0.93,
3787,behavioral,adjective,8320,0.85,
3788,exclusive,adjective,7402,0.95,
3789,scatter,verb,7461,0.94,
3790,commonly,adverb,7861,0.89,
3791,convey,verb,7529,0.93,
3792,rush,noun,7458,0.94,
3793,twist,verb,7875,0.89,
3794,complexity,noun,7813,0.9,
3795,fork,noun,7742,0.91,
3796,disk,noun,7898,0.89,
3797,relieve,verb,7352,0.95,
3798,suspicion,noun,7187,0.97,
3799,lock,noun,7605,0.92,
3800,finish,noun,7585,0.92,
3801,residence,noun,7332,0.95,
3802,shame,noun,7347,0.95,
3803,meaningful,adjective,7719,0.9,
3804,sidewalk,noun,7668,0.91,
3805,Olympics,noun,8039,0.87,
3806,technological,adjective,7780,0.9,
3807,signature,noun,7349,0.95,
3808,pleasant,adjective,7425,0.94,
3809,wow,interjection,8016,0.87,
3810,suspend,verb,7228,0.96,
3811,rebel,noun,7525,0.92,
3812,frozen,adjective,7474,0.93,
3813,desire,verb,7454,0.93,
3814,spouse,noun,7510,0.93,
3815,fluid,noun,7464,0.93,
3816,pension,noun,7660,0.91,
3817,resume,verb,7243,0.96,
3818,theoretical,adjective,8320,0.83,
3819,sodium,noun,7998,0.87,
3820,blow,noun,7324,0.95,
3821,promotion,noun,7416,0.94,
3822,delicate,adjective,7332,0.95,
3823,forehead,noun,8123,0.85,
3824,rebuild,verb,7474,0.93,
3825,bounce,verb,7451,0.93,
3826,electrical,adjective,7347,0.94,
3827,hook,noun,7382,0.94,
3828,detective,noun,7441,0.93,
3829,traveler,noun,7336,0.94,
3830,click,verb,7549,0.92,
3831,compensation,noun,7512,0.92,
3832,signal,verb,7171,0.97,
3833,exit,noun,7333,0.94,
3834,attraction,noun,7280,0.95,
3835,dedicate,verb,7226,0.96,
3836,altogether,adverb,7147,0.97,
3837,pickup,noun,7415,0.93,
3838,carve,verb,7294,0.95,
3839,needle,noun,7378,0.94,
3840,belly,noun,7784,0.89,
3841,ship,verb,7264,0.95,
3842,scare,verb,7367,0.94,
3843,portfolio,noun,7663,0.9,
3844,shuttle,noun,7593,0.91,
3845,invisible,adjective,7355,0.94,
3846,timing,noun,7345,0.94,
3847,engagement,noun,7675,0.9,
3848,ankle,noun,7397,0.93,
3849,transaction,noun,7418,0.93,
3850,rescue,verb,7187,0.96,
3851,counterpart,noun,7484,0.92,
3852,historically,adverb,7426,0.92,
3853,firmly,adverb,7189,0.95,
3854,mild,adjective,7211,0.95,
3855,rider,noun,7450,0.92,
3856,doll,noun,7351,0.93,
3857,noon,noun,7425,0.92,
3858,exhibit,noun,7326,0.93,
3859,amid,preposition,7264,0.94,
3860,identical,adjective,7247,0.94,
3861,precise,adjective,7211,0.95,
3862,anxious,adjective,7096,0.96,
3863,structural,adjective,7870,0.87,
3864,residential,adjective,7415,0.92,
3865,loud,adverb,7541,0.9,
3866,diagnose,verb,7255,0.94,
3867,carbohydrate,noun,8057,0.85,
3868,liberty,noun,7442,0.91,
3869,poster,noun,7069,0.96,
3870,theology,noun,7866,0.86,
3871,nonprofit,adjective,7482,0.91,
3872,crawl,verb,7596,0.9,
3873,oxygen,noun,7191,0.94,
3874,handsome,adjective,7512,0.9,
3875,magic,noun,7415,0.92,
3876,sum,noun,7217,0.94,
3877,provided,conjunctive adverb,7431,0.91,
3878,businessman,noun,7190,0.94,
3879,promising,adjective,7075,0.96,
3880,conscious,adjective,7152,0.95,
3881,determination,noun,7170,0.94,
3882,donor,noun,7231,0.94,
3883,hers,pronoun,7770,0.87,
3884,pastor,noun,7260,0.93,
3885,jazz,noun,7220,0.94,
3886,opera,noun,7332,0.92,
3887,Japanese,noun,7419,0.91,
3888,bite,noun,7160,0.94,
3889,frame,verb,7063,0.95,
3890,evil,adjective,7045,0.96,
3891,acquisition,noun,7338,0.92,
3892,pit,noun,7132,0.94,
3893,hug,verb,7478,0.9,
3894,wildlife,noun,7361,0.91,
3895,punish,verb,6955,0.97,
3896,giant,noun,7102,0.95,
3897,primary,noun,7823,0.86,
3898,equity,noun,7277,0.92,
3899,wrong,adverb,7038,0.95,
3900,doorway,noun,7914,0.85,
3901,departure,noun,7008,0.96,
3902,elevator,noun,7535,0.89,
3903,teenage,adjective,7030,0.95,
3904,guidance,noun,7399,0.91,
3905,happiness,noun,7036,0.95,
3906,statue,noun,7058,0.95,
3907,pursuit,noun,7070,0.95,
3908,repair,noun,7088,0.95,
3909,decent,adjective,6954,0.96,
3910,gym,noun,7229,0.93,
3911,oral,adjective,7448,0.9,
3912,clerk,noun,7234,0.93,
3913,Israeli,noun,7673,0.87,
3914,envelope,noun,7241,0.92,
3915,reporting,noun,7184,0.93,
3916,destination,noun,7039,0.95,
3917,fist,noun,7729,0.86,
3918,endorse,verb,7167,0.93,
3919,exploration,noun,7294,0.92,
3920,generous,adjective,6907,0.97,
3921,bath,noun,7149,0.93,
3922,rescue,noun,7094,0.94,
3923,thereby,adverb,7588,0.88,
3924,overall,adverb,7225,0.92,
3925,indicator,noun,7574,0.88,
3926,sunlight,noun,7349,0.91,
3927,feedback,noun,7735,0.86,
3928,spectrum,noun,7216,0.92,
3929,purple,adjective,7216,0.92,
3930,laser,noun,7197,0.93,
3931,bold,adjective,6936,0.96,
3932,reluctant,adjective,6842,0.97,
3933,starting,noun,7118,0.93,
3934,expertise,noun,7219,0.92,
3935,practically,adverb,6914,0.96,
3936,program,verb,7015,0.95,
3937,picture,verb,7103,0.93,
3938,tune,noun,6887,0.96,
3939,eating,noun,7067,0.94,
3940,age,verb,7005,0.95,
3941,volunteer,verb,6864,0.97,
3942,hint,noun,6951,0.95,
3943,sharply,adverb,6966,0.95,
3944,parade,noun,7010,0.95,
3945,advocate,verb,7198,0.92,
3946,realm,noun,7261,0.91,
3947,ban,noun,7070,0.94,
3948,strip,verb,6894,0.96,
3949,cancel,verb,6932,0.95,
3950,blend,verb,7238,0.91,
3951,therapist,noun,7170,0.92,
3952,slice,verb,7316,0.9,
3953,peel,verb,7182,0.92,
3954,pizza,noun,7130,0.93,
3955,recipient,noun,7126,0.93,
3956,hesitate,verb,7462,0.88,
3957,flip,verb,7274,0.91,
3958,accounting,noun,7319,0.9,
3959,debate,verb,6952,0.95,
3960,bias,noun,7388,0.89,
3961,huh,interjection,7563,0.87,
3962,metaphor,noun,7461,0.88,
3963,candle,noun,7204,0.91,
3964,handle,noun,7101,0.93,
3965,worry,noun,6811,0.96,
3966,judicial,adjective,7213,0.91,
3967,entity,noun,7276,0.9,
3968,suffering,noun,6955,0.94,
3969,full-time,adjective,6945,0.94,
3970,feel,noun,6939,0.95,
3971,lamp,noun,7290,0.9,
3972,garbage,noun,6933,0.95,
3973,servant,noun,7064,0.93,
3974,addition,noun,7027,0.93,
3975,regulatory,adjective,7274,0.9,
3976,diplomatic,adjective,7193,0.91,
3977,elegant,adjective,6974,0.94,
3978,inside,noun,6955,0.94,
3979,reception,noun,6896,0.95,
3980,vanish,verb,7154,0.91,
3981,automatically,adverb,6823,0.96,
3982,chin,noun,7585,0.86,
3983,trail,verb,7049,0.93,
3984,necessity,noun,7071,0.92,
3985,confess,verb,6815,0.96,
3986,racism,noun,7026,0.93,
3987,starter,noun,7487,0.87,
3988,interior,adjective,6931,0.94,
3989,banking,noun,7120,0.92,
3990,casual,adjective,6946,0.94,
3991,gravity,noun,7000,0.93,
3992,enroll,verb,7053,0.92,
3993,diminish,verb,6875,0.95,
3994,prevention,noun,7352,0.88,
3995,Arab,noun,7222,0.9,
3996,value,verb,7000,0.93,
3997,minimize,verb,7139,0.91,
3998,chop,verb,7452,0.87,
3999,performer,noun,6896,0.94,
4000,intent,noun,6879,0.94,
4001,isolate,verb,6920,0.94,
4002,pump,verb,6765,0.96,
4003,inventory,noun,7090,0.92,
4004,productive,adjective,7006,0.93,
4005,assembly,noun,6914,0.94,
4006,civic,adjective,7088,0.91,
4007,silk,noun,7128,0.91,
4008,magnitude,noun,7115,0.91,
4009,steep,adjective,6972,0.93,
4010,hostage,noun,8605,0.75,
4011,collector,noun,6976,0.93,
4012,popularity,noun,6836,0.95,
4013,kiss,noun,7195,0.9,
